year,quarter,sex,sector,value
2019,Q2,Male,Education,3.004991705593655
2019,Q3,Male,Education,3.2819762728550326
2019,Q4,Male,Education,3.658363098680774
2020,Q1,Male,Education,3.506913235347135
2020,Q2,Male,Education,2.7691528537310863
2020,Q3,Male,Education,2.35236503881056
2020,Q4,Male,Education,2.7967373021816475
2021,Q1,Male,Education,3.1122404555607543
2021,Q2,Male,Education,3.8444742885474565
2021,Q3,Male,Education,2.7985819297223857
2021,Q4,Male,Education,4.003351457603607
2022,Q1,Male,Education,3.625225134780253
2022,Q2,Male,Education,3.8024687689932444
2022,Q3,Male,Education,2.887536899777859
2022,Q4,Male,Education,4.356681355277793
2023,Q1,Male,Education,3.8272313379998724
2023,Q2,Male,Education,3.827820812571127
2023,Q3,Male,Education,3.867457437999252
2023,Q4,Male,Education,3.89753427872817
2024,Q1,Male,Education,3.792512696545145
2024,Q2,Male,Education,4.089029230055147
2024,Q3,Male,Education,3.599116166839563
2024,Q4,Male,Education,3.7775256375470025
2025,Q1,Male,Education,3.7529409049805644
2025,Q2,Male,Education,3.4417126649111207
2025,Q3,Male,Education,3.6402685681043727
2025,Q4,Male,Education,3.8009403808303097
2019,Q1,Male,Health & Social Work,1.3600356061951
2019,Q2,Male,Health & Social Work,1.1916576146135842
2019,Q3,Male,Health & Social Work,1.2746544452490283
2019,Q4,Male,Health & Social Work,0.9543737584630486
2020,Q1,Male,Health & Social Work,1.4665365254589666
2020,Q2,Male,Health & Social Work,1.5482481405493396
2020,Q3,Male,Health & Social Work,0.8208660979739929
2020,Q4,Male,Health & Social Work,1.3455036020441424
2021,Q1,Male,Health & Social Work,0.9271280974937836
2021,Q2,Male,Health & Social Work,1.1768555952598652
2021,Q3,Male,Health & Social Work,1.0125433696437978
2021,Q4,Male,Health & Social Work,1.3862550787850145
2022,Q1,Male,Health & Social Work,1.1028389662401579
2022,Q2,Male,Health & Social Work,1.2201209254960512
2022,Q3,Male,Health & Social Work,0.7544964168877051
2022,Q4,Male,Health & Social Work,1.169772375473268
2023,Q1,Male,Health & Social Work,1.1363189694027953
2023,Q2,Male,Health & Social Work,0.7422836191220371
2023,Q3,Male,Health & Social Work,0.7601847830145277
2023,Q4,Male,Health & Social Work,1.356066480995413
2024,Q1,Male,Health & Social Work,1.2178623745894568
2024,Q2,Male,Health & Social Work,1.274620855252407
2024,Q3,Male,Health & Social Work,1.0789924617212372
2024,Q4,Male,Health & Social Work,0.9710385554967974
2025,Q1,Male,Health & Social Work,0.8335335598681197
2025,Q2,Male,Health & Social Work,1.1080481677095335
2025,Q3,Male,Health & Social Work,0.8565555784958447
2025,Q4,Male,Health & Social Work,0.8007401804554193
2019,Q1,Male,"Arts, entertainment and recreation",0.4774136458803703
2019,Q2,Male,"Arts, entertainment and recreation",0.44390258396134163
2019,Q3,Male,"Arts, entertainment and recreation",0.3072129103943552
2019,Q4,Male,"Arts, entertainment and recreation",0.3340178996121435
2020,Q1,Male,"Arts, entertainment and recreation",0.6304464736116723
2020,Q2,Male,"Arts, entertainment and recreation",0.07853998118710424
2020,Q3,Male,"Arts, entertainment and recreation",0.39770328505762154
2020,Q4,Male,"Arts, entertainment and recreation",0.5180693854201587
2021,Q1,Male,"Arts, entertainment and recreation",0.16522650231564365
2021,Q2,Male,"Arts, entertainment and recreation",0.5182306949887832
2021,Q3,Male,"Arts, entertainment and recreation",0.07581975471670595
2021,Q4,Male,"Arts, entertainment and recreation",0.37967606887031574
2022,Q1,Male,"Arts, entertainment and recreation",0.25390052494734694
2022,Q2,Male,"Arts, entertainment and recreation",0.22499337604353067
2022,Q3,Male,"Arts, entertainment and recreation",0.2255202614166289
2022,Q4,Male,"Arts, entertainment and recreation",0.18287798328279964
2023,Q1,Male,"Arts, entertainment and recreation",0.3314552639197515
2023,Q2,Male,"Arts, entertainment and recreation",0.32675812976282814
2023,Q3,Male,"Arts, entertainment and recreation",0.2847870616915787
2023,Q4,Male,"Arts, entertainment and recreation",0.26842417153355735
2024,Q1,Male,"Arts, entertainment and recreation",0.1655742005600804
2024,Q2,Male,"Arts, entertainment and recreation",0.2886785618220609
2024,Q3,Male,"Arts, entertainment and recreation",0.154407968098554
2024,Q4,Male,"Arts, entertainment and recreation",0.2365596586559546
2025,Q1,Male,"Arts, entertainment and recreation",0.3298832088759768
2025,Q2,Male,"Arts, entertainment and recreation",0.23946167017060752
2025,Q3,Male,"Arts, entertainment and recreation",0.2675162655510087
2025,Q4,Male,"Arts, entertainment and recreation",0.3694739080798865
2019,Q1,Male,Other Services,2.9820140268397353
2019,Q2,Male,Other Services,2.208649861535876
2019,Q3,Male,Other Services,2.503185115954164
2019,Q4,Male,Other Services,2.112343467769572
2020,Q1,Male,Other Services,3.3977516970367945
2020,Q2,Male,Other Services,3.000039377190188
2020,Q3,Male,Other Services,2.4517805101551797
2020,Q4,Male,Other Services,3.0284936685896247
2021,Q1,Male,Other Services,2.767583483425234
2021,Q2,Male,Other Services,1.804778498427197
2021,Q3,Male,Other Services,2.8198297314465166
2021,Q4,Male,Other Services,2.727324938611138
2022,Q1,Male,Other Services,3.167545519181049
2022,Q2,Male,Other Services,2.7168851673034755
2022,Q3,Male,Other Services,1.7915339670559032
2022,Q4,Male,Other Services,2.977540504228727
2023,Q1,Male,Other Services,2.870902046161789
2023,Q2,Male,Other Services,3.3632839312345397
2023,Q3,Male,Other Services,2.982103048602868
2023,Q4,Male,Other Services,2.8058685934482774
2024,Q1,Male,Other Services,2.616907169719731
2024,Q2,Male,Other Services,2.7349675229437795
2024,Q3,Male,Other Services,3.0491679567427528
2024,Q4,Male,Other Services,2.9394641672624675
2025,Q1,Male,Other Services,3.2567724364778505
2025,Q2,Male,Other Services,3.472644831230989
2025,Q3,Male,Other Services,3.0453949917719467
2025,Q4,Male,Other Services,2.511505418856319
2019,Q1,Male,Households as Employers,4.873893541012297
2019,Q2,Male,Households as Employers,6.076152695580491
2019,Q3,Male,Households as Employers,5.47868697317719
2019,Q4,Male,Households as Employers,4.847713436109188
2020,Q1,Male,Households as Employers,3.4560877617354637
2020,Q2,Male,Households as Employers,3.7695953709638395
2020,Q3,Male,Households as Employers,2.8913053013962453
2020,Q4,Male,Households as Employers,3.2861994972688318
2021,Q1,Male,Households as Employers,3.156171434395634
2021,Q2,Male,Households as Employers,2.930736399201302
2021,Q3,Male,Households as Employers,2.378025224963504
2021,Q4,Male,Households as Employers,3.0010991225774104
2022,Q1,Male,Households as Employers,2.49907816613079
2022,Q2,Male,Households as Employers,2.6599119663925674
2022,Q3,Male,Households as Employers,2.64685310743903
2022,Q4,Male,Households as Employers,2.2779066081779216
2023,Q1,Male,Households as Employers,2.2524321893380455
2023,Q2,Male,Households as Employers,2.7602145387266304
2023,Q3,Male,Households as Employers,3.1818972399527357
2023,Q4,Male,Households as Employers,2.7700888700405093
2024,Q1,Male,Households as Employers,2.5852631435076154
2024,Q2,Male,Households as Employers,2.8802272289706763
2024,Q3,Male,Households as Employers,2.377650235119337
2024,Q4,Male,Households as Employers,2.2578185001990705
2025,Q1,Male,Households as Employers,2.164229590265177
2025,Q2,Male,Households as Employers,2.7068603254331562
2025,Q3,Male,Households as Employers,2.080694432873864
2025,Q4,Male,Households as Employers,1.7624451484074952
2019,Q1,Male,Activities of extraterritorial organizations and bodies,0.46843315814511016
2019,Q2,Male,Activities of extraterritorial organizations and bodies,0.771878499926197
2019,Q3,Male,Activities of extraterritorial organizations and bodies,0.6588126409533169
2019,Q4,Male,Activities of extraterritorial organizations and bodies,0.5249649347686537
2020,Q1,Male,Activities of extraterritorial organizations and bodies,0.24364354285707585
2020,Q2,Male,Activities of extraterritorial organizations and bodies,0.3629245648474405
2020,Q3,Male,Activities of extraterritorial organizations and bodies,0.1292732632247215
2020,Q4,Male,Activities of extraterritorial organizations and bodies,0.1803879840273962
2021,Q1,Male,Activities of extraterritorial organizations and bodies,0.07548826384227114
2021,Q2,Male,Activities of extraterritorial organizations and bodies,0.2141427311309257
2021,Q3,Male,Activities of extraterritorial organizations and bodies,0.023842092972265003
2021,Q4,Male,Activities of extraterritorial organizations and bodies,0.006990017497392618
2022,Q1,Male,Activities of extraterritorial organizations and bodies,0.07885884039537447
2022,Q2,Male,Activities of extraterritorial organizations and bodies,0.07450857038082949
2022,Q3,Male,Activities of extraterritorial organizations and bodies,0.2229183395442244
2022,Q4,Male,Activities of extraterritorial organizations and bodies,0.16419732913984952
2023,Q1,Male,Activities of extraterritorial organizations and bodies,0.08048442631126501
2023,Q2,Male,Activities of extraterritorial organizations and bodies,0.13390523946400704
2023,Q3,Male,Activities of extraterritorial organizations and bodies,0.14748919078232636
2023,Q4,Male,Activities of extraterritorial organizations and bodies,0.2186278880248532
2024,Q1,Male,Activities of extraterritorial organizations and bodies,0.10752905600652113
2024,Q2,Male,Activities of extraterritorial organizations and bodies,0.0729391044345853
2024,Q3,Male,Activities of extraterritorial organizations and bodies,0.09560425494742425
2024,Q4,Male,Activities of extraterritorial organizations and bodies,0.06631637253492847
2025,Q1,Male,Activities of extraterritorial organizations and bodies,0.06392262974425336
2025,Q2,Male,Activities of extraterritorial organizations and bodies,0.16243757293469566
2025,Q3,Male,Activities of extraterritorial organizations and bodies,0.10271365456999774
2025,Q4,Male,Activities of extraterritorial organizations and bodies,0.10966010009307431
2019,Q1,Female,_n_employed,1407387.8726897282
2019,Q2,Female,_n_employed,1417046.919762993
2019,Q3,Female,_n_employed,1360765.4290855124
2019,Q4,Female,_n_employed,1507240.8552400034
2020,Q1,Female,_n_employed,1623447.5170242905
2020,Q2,Female,_n_employed,1390774.2463264465
2020,Q3,Female,_n_employed,1553810.0623817444
2020,Q4,Female,_n_employed,1522334.6038220068
2021,Q1,Female,_n_employed,1456886.0406684875
2021,Q2,Female,_n_employed,1357145.5234127045
2021,Q3,Female,_n_employed,1366065.7982635498
2021,Q4,Female,_n_employed,1630832.4650280476
2022,Q1,Female,_n_employed,1636531.8683738708
2022,Q2,Female,_n_employed,1441571.5956230164
2022,Q3,Female,_n_employed,1615872.579490564
2022,Q4,Female,_n_employed,1580616.2429542248
2023,Q1,Female,_n_employed,1744139.0166358948
2023,Q2,Female,_n_employed,1808989.4914073944
2023,Q3,Female,_n_employed,1723553.2534599304
2023,Q4,Female,_n_employed,1851748.989063263
2024,Q1,Female,_n_employed,2019316.0810089111
2024,Q2,Female,_n_employed,1956644.9277191162
2024,Q3,Female,_n_employed,2004068.1774139404
2024,Q4,Female,_n_employed,2096061.6178894043
2025,Q1,Female,_n_employed,2227703.0525665283
2025,Q2,Female,_n_employed,2110911.827987671
2025,Q3,Female,_n_employed,2222577.5753936768
2025,Q4,Female,_n_employed,2301852.462463379
2019,Q1,Female,Agriculture,48.249030626278774
2019,Q2,Female,Agriculture,46.41384223904248
2019,Q3,Female,Agriculture,44.590633005675905
2019,Q4,Female,Agriculture,45.70840456552641
2020,Q1,Female,Agriculture,52.12784625265273
2020,Q2,Female,Agriculture,51.07141000777351
2020,Q3,Female,Agriculture,41.96211140357114
2020,Q4,Female,Agriculture,51.86886658390135
2021,Q1,Female,Agriculture,61.32151448230802
2021,Q2,Female,Agriculture,56.21272147654454
2021,Q3,Female,Agriculture,53.13149270877931
2021,Q4,Female,Agriculture,55.67823448476735
2022,Q1,Female,Agriculture,60.7023622330732
2022,Q2,Female,Agriculture,52.95554294843428
2022,Q3,Female,Agriculture,54.70350592810346
2022,Q4,Female,Agriculture,53.64731501124056
2023,Q1,Female,Agriculture,54.583920794846286
2023,Q2,Female,Agriculture,54.584231097983334
2023,Q3,Female,Agriculture,48.71513545726687
2023,Q4,Female,Agriculture,52.69322449897306
2024,Q1,Female,Agriculture,55.52583921171848
2024,Q2,Female,Agriculture,45.842053148241966
2024,Q3,Female,Agriculture,40.31915599638028
2024,Q4,Female,Agriculture,49.61923066509713
2025,Q1,Female,Agriculture,51.957624859987064
2025,Q2,Female,Agriculture,45.42497428004106
2025,Q3,Female,Agriculture,43.66333950157948
2025,Q4,Female,Agriculture,49.12331586533566
2019,Q1,Female,Mining and quarrying,0.5724595780130769
2019,Q2,Female,Mining and quarrying,0.3502150837639634
2019,Q3,Female,Mining and quarrying,0.7818718212174656
2019,Q4,Female,Mining and quarrying,0.239153768123279
2020,Q1,Female,Mining and quarrying,0.32817448270348903
2020,Q2,Female,Mining and quarrying,0.3284409148638356
2020,Q3,Female,Mining and quarrying,0.7822192686345559
2020,Q4,Female,Mining and quarrying,0.2693021812489349
2021,Q1,Female,Mining and quarrying,0.22888445003403124
2021,Q2,Female,Mining and quarrying,0.03457403517960368
2021,Q3,Female,Mining and quarrying,0.322873594125066
2021,Q4,Female,Mining and quarrying,0.43442048027471275
2022,Q1,Female,Mining and quarrying,0.03676258902206156
2022,Q2,Female,Mining and quarrying,0.8878544152162086
2022,Q3,Female,Mining and quarrying,0.7577331708726576
2022,Q4,Female,Mining and quarrying,0.8782265840604226
2023,Q1,Female,Mining and quarrying,0.2713051459014766
2023,Q2,Female,Mining and quarrying,0.39300188309744033
2023,Q3,Female,Mining and quarrying,0.2424311526778017
2023,Q4,Female,Mining and quarrying,0.2722273994225486
2024,Q1,Female,Mining and quarrying,0.5432586108317049
2024,Q2,Female,Mining and quarrying,0.5767975359423383
2024,Q3,Female,Mining and quarrying,0.6212983456335188
2024,Q4,Female,Mining and quarrying,0.8324025802046262
2025,Q1,Female,Mining and quarrying,0.7054107434531948
2025,Q2,Female,Mining and quarrying,0.8410165239339606
2025,Q3,Female,Mining and quarrying,0.6017747457300548
2025,Q4,Female,Mining and quarrying,0.6637551942339658
2019,Q1,Female,Manufacturing,7.2435940619289845
2019,Q2,Female,Manufacturing,6.394542333016709
2019,Q3,Female,Manufacturing,7.905749964296607
2019,Q4,Female,Manufacturing,6.301487231440281
2020,Q1,Female,Manufacturing,5.524714643689606
2020,Q2,Female,Manufacturing,4.397199084762029
2020,Q3,Female,Manufacturing,7.079049139588066
2020,Q4,Female,Manufacturing,4.397764398307511
2021,Q1,Female,Manufacturing,4.2088877767126
2021,Q2,Female,Manufacturing,5.148285348816991
2021,Q3,Female,Manufacturing,6.57211389612784
2021,Q4,Female,Manufacturing,5.444563287061447
2022,Q1,Female,Manufacturing,5.252327675622388
2022,Q2,Female,Manufacturing,5.713574010136341
2022,Q3,Female,Manufacturing,6.789997228365725
2022,Q4,Female,Manufacturing,4.867162673930858
2023,Q1,Female,Manufacturing,4.753938235034864
2023,Q2,Female,Manufacturing,4.961591291592207
2023,Q3,Female,Manufacturing,6.275337506569553
2023,Q4,Female,Manufacturing,5.377231085515295
2024,Q1,Female,Manufacturing,4.620814129409418
2024,Q2,Female,Manufacturing,5.695162936096821
2024,Q3,Female,Manufacturing,6.939439331668451
2024,Q4,Female,Manufacturing,5.840262987474679
2025,Q1,Female,Manufacturing,4.3341723213058785
2025,Q2,Female,Manufacturing,5.739468476888385
2025,Q3,Female,Manufacturing,5.653165064988502
2025,Q4,Female,Manufacturing,4.514255037297735
2019,Q2,Female,Electricity gas stream and air conditioning supply,0.10736149338107565
2019,Q4,Female,Electricity gas stream and air conditioning supply,0.06922807966440452
2020,Q1,Female,Electricity gas stream and air conditioning supply,0.05811729724561291
2020,Q2,Female,Electricity gas stream and air conditioning supply,0.023290850948231398
2020,Q3,Female,Electricity gas stream and air conditioning supply,0.07919744278118054
2020,Q4,Female,Electricity gas stream and air conditioning supply,0.06356896818678291
2021,Q1,Female,Electricity gas stream and air conditioning supply,0.033255510891761285
2021,Q2,Female,Electricity gas stream and air conditioning supply,0.12287289735043427
2021,Q3,Female,Electricity gas stream and air conditioning supply,0.03623109391249862
2021,Q4,Female,Electricity gas stream and air conditioning supply,0.14161981621193348
2022,Q1,Female,Electricity gas stream and air conditioning supply,0.02332247204444931
2022,Q3,Female,Electricity gas stream and air conditioning supply,0.04976042177020347
2023,Q1,Female,Electricity gas stream and air conditioning supply,0.1693963488184945
2023,Q2,Female,Electricity gas stream and air conditioning supply,0.0720768920722644
2023,Q3,Female,Electricity gas stream and air conditioning supply,0.024485452962930653
2023,Q4,Female,Electricity gas stream and air conditioning supply,0.09895790448232321
2024,Q1,Female,Electricity gas stream and air conditioning supply,0.055804611327390445
2024,Q3,Female,Electricity gas stream and air conditioning supply,0.025709651919206943
2024,Q4,Female,Electricity gas stream and air conditioning supply,0.09865903487512688
2025,Q1,Female,Electricity gas stream and air conditioning supply,0.06898231470305898
2025,Q4,Female,Electricity gas stream and air conditioning supply,0.07015174248345626
2019,Q1,Female,"water supply, gas and remediation services",0.11548580803776791
2019,Q2,Female,"water supply, gas and remediation services",0.2281547188708799
2019,Q3,Female,"water supply, gas and remediation services",0.11644023214798566
2019,Q4,Female,"water supply, gas and remediation services",0.2188919235124274
2020,Q1,Female,"water supply, gas and remediation services",0.34457487535722925
2020,Q2,Female,"water supply, gas and remediation services",0.28792240309962963
2020,Q3,Female,"water supply, gas and remediation services",0.12836303348786474
2020,Q4,Female,"water supply, gas and remediation services",0.23004566743787044
2021,Q1,Female,"water supply, gas and remediation services",0.07064811723442174
2021,Q2,Female,"water supply, gas and remediation services",0.2590241724481963
2021,Q3,Female,"water supply, gas and remediation services",0.14647984378986947
2021,Q4,Female,"water supply, gas and remediation services",0.29479794627040296
2022,Q1,Female,"water supply, gas and remediation services",0.04915446345489107
2022,Q2,Female,"water supply, gas and remediation services",0.09210059059157162
2022,Q3,Female,"water supply, gas and remediation services",0.05146272384251334
2022,Q4,Female,"water supply, gas and remediation services",0.012744991913822907
2023,Q1,Female,"water supply, gas and remediation services",0.1568689418995702
2023,Q2,Female,"water supply, gas and remediation services",0.0790415212754098
2023,Q3,Female,"water supply, gas and remediation services",0.011710341337643109
2023,Q4,Female,"water supply, gas and remediation services",0.019178700247008486
2024,Q1,Female,"water supply, gas and remediation services",0.053857114785878464
2024,Q2,Female,"water supply, gas and remediation services",0.07931162684877788
2024,Q3,Female,"water supply, gas and remediation services",0.056574723020195276
2024,Q4,Female,"water supply, gas and remediation services",0.12798885867192217
2025,Q1,Female,"water supply, gas and remediation services",0.04229224075644354
2025,Q2,Female,"water supply, gas and remediation services",0.10155107944997095
2025,Q3,Female,"water supply, gas and remediation services",0.13336803086624793
2025,Q4,Female,"water supply, gas and remediation services",0.19180665456060333
2019,Q1,Female,Construction,4.575625215950699
2019,Q2,Female,Construction,3.6316571158158735
2019,Q3,Female,Construction,3.1020682389280485
2019,Q4,Female,Construction,3.765723181048075
2020,Q1,Female,Construction,4.308269322376815
2020,Q2,Female,Construction,5.495097627833816
2020,Q3,Female,Construction,6.198772081854092
2020,Q4,Female,Construction,6.172238382685157
2021,Q1,Female,Construction,3.03837511635697
2021,Q2,Female,Construction,3.405153222839799
2021,Q3,Female,Construction,4.35754181962975
2021,Q4,Female,Construction,3.3263829304176413
2022,Q1,Female,Construction,3.3452538776824157
2022,Q2,Female,Construction,2.080345024480473
2022,Q3,Female,Construction,3.510008522919412
2022,Q4,Female,Construction,3.4364714413839788
2023,Q1,Female,Construction,2.3977140767851566
2023,Q2,Female,Construction,2.5748352157581085
2023,Q3,Female,Construction,3.8129224889904862
2023,Q4,Female,Construction,1.9218435531533435
2024,Q1,Female,Construction,2.0989906357904475
2024,Q2,Female,Construction,3.2836724533354853
2024,Q3,Female,Construction,4.6659017269807705
2024,Q4,Female,Construction,2.442936741175769
2025,Q1,Female,Construction,2.2459524282183523
2025,Q2,Female,Construction,2.1512276512016615
2025,Q3,Female,Construction,3.595256538410464
2025,Q4,Female,Construction,2.1087016146455926
2019,Q1,Female,Trade & Retail,17.120259648532922
2019,Q2,Female,Trade & Retail,17.312947261206084
2019,Q3,Female,Trade & Retail,17.468776375603017
2019,Q4,Female,Trade & Retail,19.08738474277822
2020,Q1,Female,Trade & Retail,13.567800238735087
2020,Q2,Female,Trade & Retail,16.8009489372656
2020,Q3,Female,Trade & Retail,21.225410401671734
2020,Q4,Female,Trade & Retail,15.199855646850589
2021,Q1,Female,Trade & Retail,12.95734030072192
2021,Q2,Female,Trade & Retail,12.03980304227752
2021,Q3,Female,Trade & Retail,15.622668088225314
2021,Q4,Female,Trade & Retail,13.391290193297461
2022,Q1,Female,Trade & Retail,12.451563274263256
2022,Q2,Female,Trade & Retail,15.440922442551116
2022,Q3,Female,Trade & Retail,12.57051964996177
2022,Q4,Female,Trade & Retail,13.745002016468638
2023,Q1,Female,Trade & Retail,15.715198563346785
2023,Q2,Female,Trade & Retail,17.597511612348157
2023,Q3,Female,Trade & Retail,18.88537440344404
2023,Q4,Female,Trade & Retail,15.08021128769585
2024,Q1,Female,Trade & Retail,13.806967216920944
2024,Q2,Female,Trade & Retail,18.29505057464341
2024,Q3,Female,Trade & Retail,20.343080203819035
2024,Q4,Female,Trade & Retail,17.721063235913718
2025,Q1,Female,Trade & Retail,16.62731004556822
2025,Q2,Female,Trade & Retail,20.05863224698499
2025,Q3,Female,Trade & Retail,20.82923565592595
2025,Q4,Female,Trade & Retail,18.78467158204199
2019,Q1,Female,Transport & Storage,0.38356633084236214
2019,Q2,Female,Transport & Storage,0.31289251811756436
2019,Q3,Female,Transport & Storage,0.3386177402696565
2019,Q4,Female,Transport & Storage,0.4630010270580671
2020,Q1,Female,Transport & Storage,0.19156445017069304
2020,Q2,Female,Transport & Storage,0.7784312188224749
2020,Q3,Female,Transport & Storage,0.4580344299441786
2020,Q4,Female,Transport & Storage,0.4344487396788678
2021,Q1,Female,Transport & Storage,0.23800652934985192
2021,Q2,Female,Transport & Storage,0.4063230812526201
2021,Q3,Female,Transport & Storage,0.24783177534659995
2021,Q4,Female,Transport & Storage,0.48070228062354875
2022,Q1,Female,Transport & Storage,0.27736418659320156
2022,Q2,Female,Transport & Storage,0.613015637776485
2022,Q3,Female,Transport & Storage,0.7724329348552509
2022,Q4,Female,Transport & Storage,0.36358691336391574
2023,Q1,Female,Transport & Storage,0.5996692419651648
2023,Q2,Female,Transport & Storage,0.38022856923776427
2023,Q3,Female,Transport & Storage,0.7489773331601609
2023,Q4,Female,Transport & Storage,0.414713124307864
2024,Q1,Female,Transport & Storage,0.5335602197226319
2024,Q2,Female,Transport & Storage,0.8628850520709938
2024,Q3,Female,Transport & Storage,1.1149878949259484
2024,Q4,Female,Transport & Storage,0.906216283073628
2025,Q1,Female,Transport & Storage,0.9001632460944551
2025,Q2,Female,Transport & Storage,0.9174837122401686
2025,Q3,Female,Transport & Storage,0.9830438488079571
2025,Q4,Female,Transport & Storage,0.9350722890942683
2019,Q1,Female,Accommodation & Food,2.6986603259677415
2019,Q2,Female,Accommodation & Food,3.6470688133993767
2019,Q3,Female,Accommodation & Food,3.592165938031959
2019,Q4,Female,Accommodation & Food,3.351880045207203
2020,Q1,Female,Accommodation & Food,3.7801883644207335
2020,Q2,Female,Accommodation & Food,2.07761070021373
2020,Q3,Female,Accommodation & Food,3.8329541957496613
2020,Q4,Female,Accommodation & Food,2.366355000244868
2021,Q1,Female,Accommodation & Food,1.602871586526865
2021,Q2,Female,Accommodation & Food,1.6509855045698345
2021,Q3,Female,Accommodation & Food,1.2573754153084482
2021,Q4,Female,Accommodation & Food,1.775521954160414
2022,Q1,Female,Accommodation & Food,1.4627835390133446
2022,Q2,Female,Accommodation & Food,1.6878552596463585
2022,Q3,Female,Accommodation & Food,2.2124555006341815
2022,Q4,Female,Accommodation & Food,2.2002407876531094
2023,Q1,Female,Accommodation & Food,3.2129225433756505
2023,Q2,Female,Accommodation & Food,2.7187070628255348
2023,Q3,Female,Accommodation & Food,2.8069035122369277
2023,Q4,Female,Accommodation & Food,3.878773952812738
2024,Q1,Female,Accommodation & Food,3.303686282949536
2024,Q2,Female,Accommodation & Food,4.01789492836281
2024,Q3,Female,Accommodation & Food,4.392857321124542
2024,Q4,Female,Accommodation & Food,3.3486446900149285
2025,Q1,Female,Accommodation & Food,4.051583987983823
2025,Q2,Female,Accommodation & Food,4.125308631253896
2025,Q3,Female,Accommodation & Food,4.74409154853747
2025,Q4,Female,Accommodation & Food,4.300651785525744
2019,Q1,Female,ICT,0.09546114132844224
2019,Q2,Female,ICT,0.23890639057577764
2019,Q3,Female,ICT,0.26811196801990084
2019,Q4,Female,ICT,0.40398682657991164
2020,Q1,Female,ICT,0.08281511677114722
2020,Q2,Female,ICT,0.07666566595599388
2020,Q3,Female,ICT,0.22390028567097184
2020,Q4,Female,ICT,0.19001112454106733
2021,Q1,Female,ICT,0.3276867837969922
2021,Q2,Female,ICT,0.20250068778580863
2021,Q3,Female,ICT,0.2678732148912136
2021,Q4,Female,ICT,0.10982254191571211
2022,Q1,Female,ICT,0.21424920673891162
2022,Q2,Female,ICT,0.16328852568933347
2022,Q3,Female,ICT,0.12582715972615943
2022,Q4,Female,ICT,0.08012820126229078
2023,Q1,Female,ICT,0.3374750268740229
2023,Q2,Female,ICT,0.12849222600930085
2023,Q3,Female,ICT,0.2001539558159768
2023,Q4,Female,ICT,0.0879443018770634
2024,Q1,Female,ICT,0.19264055159801027
2024,Q2,Female,ICT,0.08958385171438865
2024,Q3,Female,ICT,0.16369309421149522
2024,Q4,Female,ICT,0.20952524736449077
2025,Q1,Female,ICT,0.22274726051372892
2025,Q2,Female,ICT,0.13655331512895583
2025,Q3,Female,ICT,0.288785566673088
2025,Q4,Female,ICT,0.3260885704757048
2019,Q1,Female,Finance & Insurance,1.4046262617351666
2019,Q2,Female,Finance & Insurance,0.8860285992130408
2019,Q3,Female,Finance & Insurance,1.338700881009855
2019,Q4,Female,Finance & Insurance,0.854835761995609
2020,Q1,Female,Finance & Insurance,1.1413867278611056
2020,Q2,Female,Finance & Insurance,0.8324728924530755
2020,Q3,Female,Finance & Insurance,1.1196343151176518
2020,Q4,Female,Finance & Insurance,0.8800221624316679
2021,Q1,Female,Finance & Insurance,0.9896492107500219
2021,Q2,Female,Finance & Insurance,0.9938656382456893
2021,Q3,Female,Finance & Insurance,0.9112622295510391
2021,Q4,Female,Finance & Insurance,0.9954818591303846
2022,Q1,Female,Finance & Insurance,0.9759887781308589
2022,Q2,Female,Finance & Insurance,0.7980480445351305
2022,Q3,Female,Finance & Insurance,0.7255859773772573
2022,Q4,Female,Finance & Insurance,0.6111658563144691
2023,Q1,Female,Finance & Insurance,0.8002446069287424
2023,Q2,Female,Finance & Insurance,1.133489512177672
2023,Q3,Female,Finance & Insurance,0.9990717793159061
2023,Q4,Female,Finance & Insurance,1.2630451800751894
2024,Q1,Female,Finance & Insurance,1.062653941897143
2024,Q2,Female,Finance & Insurance,0.9904070401562468
2024,Q3,Female,Finance & Insurance,1.070760233248795
2024,Q4,Female,Finance & Insurance,0.9944568327864611
2025,Q1,Female,Finance & Insurance,1.0065348833773222
2025,Q2,Female,Finance & Insurance,1.079843380429838
2025,Q3,Female,Finance & Insurance,0.8725057821863369
2025,Q4,Female,Finance & Insurance,1.1565611401833547
2019,Q2,Female,Real estate activities,0.03188374054078872
2019,Q4,Female,Real estate activities,0.1325718509456026
2020,Q1,Female,Real estate activities,0.025995138201488913
2020,Q2,Female,Real estate activities,0.02280599361845017
2020,Q3,Female,Real estate activities,0.22979935738457277
2020,Q4,Female,Real estate activities,0.026988409707596528
2021,Q1,Female,Real estate activities,0.06835038593604745
2021,Q2,Female,Real estate activities,0.1388753582341012
2021,Q3,Female,Real estate activities,0.027813893422121577
2022,Q1,Female,Real estate activities,0.014315726912074188
2022,Q2,Female,Real estate activities,0.02859502605969066
2022,Q4,Female,Real estate activities,0.0166122362110638
2023,Q1,Female,Real estate activities,0.020298069529791102
2023,Q2,Female,Real estate activities,0.050184198310240444
2023,Q3,Female,Real estate activities,0.06252981258206772
2023,Q4,Female,Real estate activities,0.060246633380094325
2024,Q1,Female,Real estate activities,0.04637969365532699
2024,Q2,Female,Real estate activities,0.038191900130806936
2024,Q3,Female,Real estate activities,0.05962927334368209
